Count,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66
3632,0,0,0,0,0,0,0,0,0,1000,100,-100,0,10,0,0,0,0,0,-50,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,30,0,-1000,0,0,-10,0,-10,0,0,35,0,-30,0,0,0,0,0,50,0,0,0,0,0,0,0
3633,0,0,0,0,0,0,0,0,-100,0,-10,0,0,0,0,0,0,0,0,0,0,50,0,0,100,10,0,0,-1000,35,0,0,0,0,0,0,0,-10,-30,-50,0,-35,0,0,0,10,0,0,0,0,0,0,0,0,0,30,1000,0,0,0,0,0,0,0,1,66.56
3634,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,10,0,0,1000,0,0,0,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,100,0,-50,10,0,0,0,-10,0,0,0,-10,0,0,0,0,-1000,0,0,30,0,16.55
3635,0,0,0,100,0,0,0,0,0,50,1000,0,0,0,-10,0,0,0,0,0,30,-35,0,0,35,0,0,-1000,0,0,0,-10,-30,0,0,0,0,10,10,0,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,18.84
3636,0,0,0,0,0,0,0,0,-50,0,-35,30,0,-10,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,-100,0,-1000,0,0,0,100,0,1000,0,0,0,0,0,0,0,0,-10,0,0,10,0,0,0,-30,0,0,35,0,0,1,15.87
3637,0,0,30,-1000,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,10,-100,0,0,-50,0,0,0,0,0,1000,0,0,0,0,35,10,0,0,0,0,0,0,100,0,0,-35,0,0,-30,0,0,0,0,0,50,1,4.92
3638,100,0,0,0,35,0,0,1000,-35,0,0,-100,-10,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,-30,0,0,0,0,0,50,0,10,0,0,0,0,0,0,0,0,-10,0,30,0,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,-14.8
3639,-1000,0,0,0,0,0,0,35,0,-50,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,-10,0,0,0,0,0,0,0,-100,1000,0,0,0,0,0,0,0,-30,0,0,0,0,0,0,-35,0,0,0,10,-10,0,0,0,50,0,0,100,0,1,0.09
3640,35,0,0,0,0,0,0,0,0,0,-100,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,-35,-1000,-50,30,0,50,10,-30,0,0,0,0,0,0,0,0,100,0,0,1000,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3.77
3641,0,100,0,0,0,0,0,0,-30,-100,0,0,1000,0,10,0,0,0,0,0,0,0,0,0,0,0,0,-10,-1000,0,35,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,10,0,10,0,-35,30,0,0,0,0,0,0,0,0,0,62.93
3642,0,0,0,0,0,-1000,50,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,-10,0,1000,0,10,-100,-35,0,0,-10,0,-30,0,0,0,0,0,30,0,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,12.31
3643,0,0,0,0,0,0,0,-50,0,35,0,0,0,0,0,0,0,0,0,-1000,0,0,-30,-10,0,0,0,0,0,0,-10,0,10,0,100,0,0,1000,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,30,0,10,10,0,0,0,0,0,0,50,0,1,-9.81
3644,0,-30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,-35,10,-100,-10,0,0,1000,-10,0,0,-1000,0,0,0,0,0,0,0,0,-50,0,0,10,0,0,0,0,0,10,0,0,35,0,0,0,0,0,0,0,0,15.1
3645,0,0,0,0,0,0,0,-35,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,35,0,0,0,0,0,-30,0,0,0,-1000,-50,0,0,50,-10,0,0,0,0,0,0,0,30,10,100,0,0,10,-100,0,0,-10,0,0,0,0,0,0,0,0,0,0,12.88
3646,0,-35,0,30,35,0,0,50,0,-10,0,10,100,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,10,10,0,-1000,0,0,0,0,0,0,1000,0,0,0,1,-13.59
3647,0,-50,0,0,0,0,0,0,-100,0,-10,0,0,0,0,0,0,0,-30,0,0,10,0,-1000,0,0,0,0,0,0,0,0,0,50,0,0,0,-35,0,1000,0,0,0,0,0,30,10,0,10,0,0,0,0,-10,100,0,0,0,0,0,0,0,0,0,0,12.81
3648,0,0,0,0,0,0,0,100,30,0,0,0,0,-35,0,0,1000,0,0,0,0,0,0,0,0,50,10,0,0,0,0,0,0,0,-10,0,0,-1000,0,0,10,0,0,0,-30,0,0,0,0,35,10,-50,-10,0,0,0,0,0,0,0,0,0,0,0,0,-11.42
3649,0,0,0,0,0,0,0,0,0,0,0,10,0,-10,0,-50,0,0,0,0,0,0,50,0,0,0,-35,0,0,-30,0,0,0,0,0,0,30,-100,0,0,35,1000,0,-10,0,0,0,0,0,10,0,0,10,0,0,-1000,0,0,0,0,0,0,0,0,0,29.62
3650,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1000,0,30,0,10,0,0,0,-10,10,0,0,0,0,0,0,0,0,10,0,-100,0,0,0,0,-35,0,-1000,0,-50,0,0,0,0,0,-10,0,0,0,0,0,50,0,0,0,-30,0,0,0,0,1,8.14
3651,0,0,0,0,0,0,-30,0,-10,-1000,0,0,35,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,-50,0,0,0,0,0,0,-10,1000,0,30,-100,10,0,100,0,0,0,0,0,0,0,-35,0,0,0,0,0,0,0,0,1,0
3652,0,0,-100,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,30,-10,10,0,50,-10,0,0,100,0,0,-30,10,0,0,0,0,1000,0,-1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,0,1,40.35
3653,0,0,0,0,0,0,0,0,0,0,0,50,-30,0,0,0,0,0,0,0,0,0,0,-100,0,0,30,0,-35,0,0,1000,0,-10,0,-10,0,0,0,0,0,10,0,0,100,0,0,0,-50,10,0,0,0,0,0,0,0,0,0,0,0,0,35,-1000,1,27.28
3654,-35,0,0,0,0,0,1000,35,30,0,10,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,-10,0,0,0,-1000,10,0,0,0,0,0,-30,0,0,-10,0,0,0,-50,0,0,0,0,50,0,0,0,0,0,0,1,12.2
3655,0,0,0,0,0,0,0,0,0,0,-1000,50,10,-100,0,0,0,1000,0,35,0,0,0,0,0,0,0,30,0,0,0,0,0,-30,-10,0,0,0,0,0,100,0,0,-35,0,0,0,0,10,0,0,0,0,-10,0,0,0,0,0,0,0,0,-50,0,0,11.51
3656,0,0,0,0,0,0,0,0,10,-1000,0,0,0,0,0,-10,0,0,0,0,0,50,100,-50,0,0,0,0,0,0,-35,35,0,0,0,0,0,0,0,0,0,0,0,0,-30,1000,0,0,-10,0,0,10,0,0,0,10,30,0,0,0,0,0,0,0,0,-0.74
3657,35,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,10,0,0,-30,0,0,0,0,-35,0,0,0,1000,-10,10,-100,0,0,0,0,0,0,10,0,0,0,100,0,0,-50,0,0,1,6.13
3658,0,0,0,-50,0,0,0,0,0,1000,0,50,0,0,0,0,0,0,0,0,0,0,10,0,100,0,0,-10,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,-35,0,-30,35,-10,0,0,-1000,0,0,10,0,0,0,0,0,30,0,0,0,0,0,9.88
3659,0,0,100,0,0,0,35,0,0,0,0,0,1000,0,30,0,0,0,0,0,0,10,0,-10,0,10,-10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,-50,0,0,-30,-1000,0,-100,0,0,1,39.52
3660,-1000,0,0,1000,0,0,0,50,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,35,-10,10,0,0,10,0,0,0,0,0,0,0,-35,0,0,0,-10,0,0,0,0,0,0,0,0,0,100,0,-100,-50,0,0,0,0,0,33.92
3661,0,1000,0,0,0,0,0,0,10,0,0,0,50,-35,0,10,0,35,0,0,0,0,10,0,0,0,-10,0,0,0,0,0,-30,0,30,0,0,0,0,0,-50,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,-100,0,0,0,0,-0.09
3662,0,0,0,0,0,1000,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,-10,0,0,0,0,-10,0,0,10,0,0,0,0,-50,100,0,0,0,30,0,0,-100,-30,-35,0,0,0,0,0,0,0,50,0,-1000,0,0,0,0,0,0,-15.13
3663,0,0,-35,0,0,0,-100,0,0,0,0,1000,0,50,0,0,-10,0,10,-30,0,0,0,0,0,30,0,0,0,10,0,0,0,0,-10,0,100,0,0,0,0,0,10,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,-50,0,0,0,0,0,0,1,-4.56
3664,50,0,0,0,0,0,30,0,0,0,0,-35,0,-100,-30,0,0,1000,-10,0,0,0,0,0,0,0,0,0,100,10,0,0,0,0,0,0,0,0,35,0,0,0,10,0,0,0,0,0,-10,0,0,0,10,0,0,0,0,0,0,0,-1000,0,0,0,1,13.24
3665,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,-10,10,35,0,0,0,0,0,0,30,0,-1000,0,0,-10,0,0,0,-35,100,10,-50,0,-30,0,0,-100,0,0,0,0,-12.33
3666,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,-10,0,0,0,-1000,0,0,0,1000,0,35,0,30,0,0,0,0,0,0,-100,0,0,100,-35,0,0,0,10,0,0,0,0,0,0,50,10,0,0,0,0,0,0,0,-30,0,0,0.87
3667,50,0,0,0,0,0,0,1000,30,10,-30,0,0,0,0,0,0,0,0,-50,0,0,0,-10,0,0,10,0,0,0,0,0,0,0,0,-1000,0,0,35,-10,0,0,0,0,0,0,0,0,-35,0,0,0,0,10,0,0,0,0,0,0,0,0,100,0,0,-85.07
3668,-30,0,0,0,0,0,0,0,10,0,0,0,0,100,0,0,0,-10,0,0,0,-35,0,0,35,0,0,0,10,0,-50,0,0,10,0,50,0,0,-10,0,0,0,0,0,0,-1000,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,8.94
3669,0,-1000,0,0,0,0,0,0,0,0,0,-10,1000,0,0,10,0,0,0,0,10,35,100,50,0,0,0,0,0,0,0,0,0,0,0,-35,0,0,0,0,30,0,0,0,-30,0,0,0,-100,0,0,10,0,-10,0,0,0,0,0,0,0,0,0,0,0,0
3670,-30,0,0,0,0,0,30,0,-100,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,-35,0,0,0,0,0,0,0,-1000,0,0,0,0,0,35,0,0,0,0,0,10,0,0,0,0,0,1000,0,50,0,-10,0,0,0,0,100,-50,0,0,0,1,16.71
3671,0,0,0,0,30,0,0,0,-10,0,0,-1000,-10,0,0,35,0,0,0,-50,0,10,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,0,0,0,0,0,0,0,50,0,0,-100,1000,0,0,-30,1,-0.83
3672,0,0,0,0,0,-35,0,0,0,0,0,0,0,0,0,0,0,0,10,0,-10,0,-1000,10,0,0,0,0,0,100,0,0,0,0,0,-10,0,30,-50,0,-100,0,0,0,0,50,0,0,-30,0,0,35,0,0,0,0,0,1000,0,0,0,0,0,0,0,-3.16
3673,0,0,0,0,0,0,0,0,-10,0,-35,0,0,0,0,0,-1000,0,0,0,10,0,0,0,0,-50,0,0,0,30,0,1000,0,0,0,-10,0,-30,0,0,0,0,-100,0,0,0,0,0,10,0,0,0,10,0,100,0,0,0,0,0,35,0,0,0,1,-28.66
3674,0,0,0,0,100,0,0,0,0,0,10,1000,30,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,10,0,-50,-100,-35,0,0,0,10,0,35,0,0,0,0,0,0,0,0,-10,0,50,0,-1000,0,0,0,0,0,0,0,0,0,0,-6.59
3675,0,0,0,-50,0,-35,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,-100,35,0,0,0,0,1000,0,0,0,0,0,-10,0,0,-30,0,10,-1000,0,0,0,10,0,0,0,0,0,0,0,0,-10,10,0,0,0,0,0,0,100,0,0,1,-25.71
3676,0,0,0,0,30,0,0,-35,0,0,0,0,0,0,0,-100,-10,0,0,0,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,0,0,0,10,-10,100,0,0,10,0,0,-1000,0,10,0,0,0,0,35,0,1000,0,0,0,0,0,0,0,0,49.32
3677,0,-50,0,-100,100,0,0,0,0,0,0,0,0,0,0,-1000,-30,30,10,0,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1000,0,10,35,0,0,0,0,0,0,0,-10,0,0,50,0,0,0,0,0,0,0,0,14.55
3678,0,0,0,0,0,0,-50,0,0,0,10,50,0,0,-1000,0,0,0,-10,0,0,0,0,1000,0,0,0,35,0,0,0,0,0,0,0,0,0,0,30,0,-100,0,10,0,0,0,0,0,0,-10,0,10,-30,0,0,0,0,-35,0,0,0,0,0,0,0,14.22
3679,0,0,0,0,0,50,0,0,-10,-30,-1000,0,0,-35,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,10,0,0,-10,0,0,0,0,1000,0,0,0,0,0,0,0,10,0,10,30,0,0,0,0,0,0,-50,100,0,0,1,8.62
3680,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,0,100,-35,0,0,30,1000,10,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,-50,0,10,35,0,0,0,0,10,0,0,0,0,0,0,0,-30,0,0,0,50,0,0,-1000,0,0,-7.49
3681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35,0,0,0,0,0,10,0,-1000,0,1000,0,0,0,0,-30,-50,0,0,0,100,0,0,0,0,30,10,-10,0,0,0,0,0,0,0,0,0,-100,-10,0,0,0,0,50,35,0,0,0,0,1,5.58
3682,0,100,0,0,0,0,0,0,0,0,0,10,35,0,0,-1000,0,-50,0,0,0,1000,50,0,0,0,0,0,30,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,-30,0,0,0,-10,0,-100,0,0,0,0,0,0,-35,0,0,0,1,0
3683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1000,35,0,0,0,30,0,0,0,-100,50,0,0,0,0,0,-50,-10,10,-30,0,0,0,0,100,0,0,1000,10,0,0,0,-35,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,-4.74
3684,0,0,0,0,1000,0,0,0,0,0,0,30,-10,0,0,0,10,50,0,0,0,-100,0,0,0,0,0,0,0,-10,10,0,0,0,-50,-35,0,0,0,0,35,0,0,10,0,100,-1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.26
3685,0,0,0,30,0,0,0,-30,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10,0,0,10,0,-10,0,50,-50,100,0,0,0,0,0,0,0,0,-35,-1000,-10,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,23.06
3686,0,30,0,-100,0,0,100,50,0,0,-1000,0,0,0,0,10,0,0,0,0,0,0,0,0,0,-10,0,0,1000,0,0,0,-35,0,0,0,0,0,0,0,10,0,0,0,-30,0,0,0,0,0,0,0,0,0,10,35,0,0,0,0,-50,0,0,0,0,0.89
3687,0,0,0,35,0,0,0,0,0,30,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,50,0,0,0,-30,0,0,0,0,0,0,-10,0,0,0,0,0,-1000,0,0,0,10,0,0,10,0,100,0,-35,0,0,-50,0,0,0,-100,0,-4.34
3688,-50,0,0,0,0,0,0,0,0,0,0,0,-30,0,0,0,0,0,0,0,0,10,-10,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,-1000,-35,-10,0,0,0,30,0,0,-100,100,0,0,0,50,0,0,0,0,0,0,0,0,0,1,3.38
3689,0,-50,0,0,0,0,0,0,0,-1000,0,0,0,0,10,0,0,0,0,10,0,-10,0,0,0,0,0,-100,0,0,50,0,10,0,0,0,0,1000,-10,-35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,35,0,0,0,30,0,1,4.61
3690,0,0,0,0,0,0,0,0,0,-50,0,50,0,-30,0,0,0,100,0,10,0,0,-100,0,0,0,-10,0,0,10,0,-1000,-10,0,0,0,0,0,0,0,0,30,0,0,0,1000,0,0,0,0,0,10,0,0,0,0,0,0,35,0,0,0,0,0,0,20.32
3691,0,-100,1000,0,0,0,0,-30,0,0,0,35,0,0,0,0,0,0,-10,0,0,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,0,100,0,10,0,0,-1000,0,0,0,0,0,0,-10,0,0,10,10,0,0,0,0,-35,0,0,0,30,1,-21.16
3692,0,0,0,0,0,0,0,0,0,0,-10,0,0,100,0,0,0,0,0,0,0,10,0,0,0,35,1000,0,0,0,-50,50,0,0,0,-10,0,30,0,-100,0,10,0,0,0,0,0,-30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1000,1,11.61
3693,0,0,0,0,0,0,0,0,10,-1000,0,0,0,-10,0,100,0,0,0,0,0,10,-10,0,-100,30,0,0,0,0,0,0,0,0,0,0,0,0,-30,0,0,0,0,0,-50,0,0,0,0,0,0,35,10,1000,0,0,0,0,0,0,-35,0,0,0,1,-1.15
3694,0,0,-100,0,50,0,0,-35,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,10,0,0,-30,0,0,0,10,0,30,0,10,0,-1000,0,35,0,0,-10,0,0,0,0,0,1000,0,0,0,1,54.05
3695,0,0,-50,30,0,-100,35,0,0,0,0,0,10,-10,0,0,0,0,0,-35,0,0,1000,-10,0,10,-1000,0,0,0,0,0,0,-30,0,0,0,0,0,10,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3696,0,100,0,0,0,0,0,0,10,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,-10,0,-10,0,0,0,0,0,0,10,1000,0,0,50,0,0,0,0,10,0,-35,0,-30,0,0,0,-1000,0,0,0,0,0,0,-50,0,0,0,8
3697,0,0,30,0,0,0,0,0,0,10,0,0,-10,0,0,0,0,100,0,0,0,-100,0,-10,0,0,0,0,1000,0,0,0,0,50,0,0,0,-50,-30,0,0,0,10,0,0,10,0,0,0,0,0,0,-1000,0,0,0,0,35,0,0,0,0,0,0,1,2.46
3698,0,0,0,0,-50,0,0,0,10,0,0,0,10,0,0,0,0,0,50,30,0,0,0,0,-30,1000,-10,0,0,0,-10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,-100,0,35,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,100,0,0,-18.64
3699,0,0,0,-50,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,-35,-30,0,0,1000,0,0,0,0,0,0,0,0,-10,35,10,0,0,0,0,0,100,0,-100,0,0,0,0,0,50,-10,0,0,0,0,0,0,-1000,0,0,0,0,0,0,30,0,-11.55
3700,0,0,0,-50,0,0,0,-1000,10,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,-30,0,0,0,0,100,0,0,30,0,0,0,0,0,0,0,-35,0,10,0,0,0,1000,0,0,0,0,0,-10,10,0,0,50,0,0,0,35,0,0,-10.69
3701,1000,0,0,0,0,0,0,0,0,0,-10,100,0,0,0,10,0,0,0,0,0,-50,0,30,0,0,0,0,0,0,10,0,0,10,0,0,0,-100,0,-35,0,-10,0,0,0,0,0,-1000,0,0,0,0,0,0,0,50,0,35,0,0,0,0,0,0,0,-21.65
3702,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,-1000,0,-35,0,0,0,0,0,10,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,-30,1000,0,0,0,0,100,-10,-10,10,30,0,0,0,50,10,0,0,0,0,0,0,0,0,0,0,10.16
3703,0,0,0,0,50,100,0,30,1000,0,0,0,0,0,0,0,0,35,0,0,10,0,0,-10,0,0,0,0,0,0,-35,0,10,0,0,10,0,0,0,-50,0,-30,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1000,0,0,-3.05
3704,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,-50,0,0,-10,0,0,50,0,0,10,0,0,-10,1000,-35,0,0,100,0,-1000,35,0,0,0,0,0,0,0,-100,0,10,0,-30,0,0,0,0,0,0,0,0,0,0,0,0,-6.47
3705,0,0,0,0,0,0,0,-50,0,-35,0,0,0,0,0,50,35,0,0,0,0,0,0,1000,0,0,-1000,100,0,0,0,0,10,0,0,-10,0,0,-10,0,0,0,0,0,0,0,-100,0,-30,0,0,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0.42
3706,0,0,-50,0,35,0,0,0,0,-30,0,0,10,-10,0,1000,0,-100,50,0,0,0,0,-35,10,100,0,0,0,0,0,0,0,0,10,0,0,0,0,0,-10,0,0,-1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.89
3707,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,-1000,0,0,0,0,0,0,0,-50,0,0,0,0,10,0,-10,-100,0,0,0,0,1000,30,-35,10,0,0,0,10,35,100,0,0,0,0,0,0,1,7.58
3708,0,0,0,0,0,0,0,-100,0,0,0,-50,0,0,-35,-10,-1000,0,0,0,0,100,0,0,0,0,0,10,10,50,0,0,0,10,0,0,0,0,0,0,0,-30,0,0,0,0,0,0,-10,0,0,0,0,0,0,35,0,0,0,0,0,0,0,1000,0,37.24
3709,0,0,0,30,0,0,0,0,-100,0,0,0,0,0,0,0,0,35,-1000,0,0,0,1000,0,0,-10,0,0,0,0,0,0,50,0,0,-50,0,0,0,0,0,-30,-35,0,10,0,0,0,0,0,0,10,0,-10,0,0,0,0,0,100,0,0,0,0,0,0
3710,0,0,50,0,0,0,1000,-100,0,0,-30,0,-1000,0,0,0,0,0,0,0,30,0,0,0,-35,0,0,0,0,-10,0,0,0,-10,0,0,0,0,0,0,0,0,0,0,0,0,10,35,0,0,10,0,0,0,0,0,100,0,0,0,0,-50,0,0,1,72.91
3711,0,0,0,0,0,0,0,0,0,10,-10,0,0,100,0,0,0,0,0,-10,-1000,0,30,0,0,0,0,0,0,-100,0,0,0,35,0,0,0,0,0,0,1000,0,10,0,0,50,0,0,0,-30,0,0,0,0,10,0,0,0,0,-50,0,0,0,0,0,-13.65
3712,0,-1000,0,0,0,0,100,0,0,0,0,0,-30,0,0,0,0,10,0,0,0,0,10,0,0,0,-50,-10,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,10,0,0,0,35,0,0,0,0,-35,0,0,0,0,1000,0,0,30,0,0,50,0,0,-29.51
3713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,-100,0,0,0,0,0,0,0,0,10,0,0,-50,0,0,0,0,0,100,0,0,-10,0,0,-10,0,10,0,-35,10,0,0,0,50,0,0,0,35,0,0,0,0,0,0,30,1000,0,0
3714,0,0,0,0,0,0,-35,0,0,0,0,0,0,0,10,0,0,1000,0,0,0,0,0,-50,0,10,50,0,10,0,0,-10,-10,-30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,-100,0,100,0,-1000,0,0,0,0,0,0,0,1,-17.5
3715,0,35,0,0,0,0,0,0,-35,0,0,0,0,10,1000,0,0,0,-100,0,-50,0,0,0,0,100,0,30,0,50,0,0,0,-1000,0,0,0,0,-10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,-10,-30,0,0,0,0,0,0,0,0,4.3
3716,0,1000,30,0,50,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,-10,0,0,0,0,0,-50,0,0,0,0,0,0,0,0,0,-30,0,0,0,0,0,-100,0,0,-10,-1000,100,35,0,0,0,0,0,0,0,0,0,0,-7.01
3717,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,50,0,0,0,1000,0,0,0,0,30,-35,0,0,0,10,0,0,0,0,0,0,0,0,10,0,-30,0,-1000,0,0,0,0,0,0,-50,-100,-10,0,0,0,0,10,0,0,0,0,0,100,0,0,1,-2.1
3718,35,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,100,0,0,0,0,1000,0,0,10,0,0,0,50,0,0,0,0,0,0,0,0,10,0,-1000,0,0,-35,0,0,10,0,0,0,0,-50,0,-10,0,0,0,30,0,0,0,0,-30,0,0,-22.69
3719,0,0,0,1000,0,0,0,0,0,0,0,-10,0,0,0,0,0,50,30,0,0,0,0,0,0,0,-30,0,10,0,0,0,-10,-50,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,-100,-1000,0,-35,0,0,0,35,0,0,0,15.58
3720,0,0,0,0,0,0,0,0,0,-50,0,0,-100,0,0,100,0,0,0,0,0,0,35,0,0,0,10,-1000,0,-35,0,10,0,-30,0,0,0,-10,0,0,0,0,10,0,0,1000,-10,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.05
3721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,100,50,0,0,0,-50,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,-35,0,0,10,0,0,0,-1000,35,0,0,-10,-10,1000,0,0,0,0,-30,0,0,1,-2.69
3722,0,0,0,0,30,0,100,0,0,0,-50,0,0,0,35,0,0,1000,0,0,0,0,0,-30,0,0,0,-10,0,0,0,0,0,0,0,10,0,0,0,0,0,-35,-1000,0,0,0,0,10,0,0,0,0,0,0,-10,0,0,50,0,0,0,0,0,-100,0,21.36
3723,0,0,0,0,35,0,0,0,0,0,10,-10,0,0,0,0,10,30,0,-30,0,0,0,0,0,0,0,0,10,0,0,0,0,100,0,-100,0,0,0,0,0,0,0,0,-1000,0,0,0,-35,0,50,0,0,0,0,0,0,-50,0,0,0,1000,0,0,1,0
3724,1000,-30,0,0,0,0,0,0,50,0,-100,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,35,10,0,0,-10,0,0,10,0,-1000,0,10,0,0,0,0,0,0,-35,0,0,0,0,-50,0,0,0,0,0,0,0,0,4.84
3725,0,0,0,0,0,0,30,-1000,0,-35,10,0,0,0,0,-10,0,0,-100,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,50,0,0,0,0,-30,0,10,0,0,35,0,0,0,0,0,0,0,10,0,100,1000,0,0,0,0,0,0,0,0,0
3726,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,-10,10,0,0,0,0,0,0,-30,10,0,10,0,0,0,30,0,0,-50,0,0,0,0,0,0,-1000,0,0,0,0,-10,-35,0,0,0,0,0,0,0,0,0,0,100,50,0,0,0,0,21.75
